County,School,GradeTested,MathMetStandard,ReadingMetStandard,WritingMetStandard,ScienceMetStandard,MathTotalTested,ReadingTotalTested,WritingTotalTested,ScienceTotalTested,TotalEnrollment,PercentWhite,StudentsPerClassroomTeacher,FreeorReducedPricedMeals,AvgYearsEducationalExperience,PercentTeachersWithAtLeastMasterDegree
Snohomish,Monroe Elementary,5,66,82,NA,43,97,97,0,97,580,76.5517,19,29.5533,15.6,30
Snohomish,Woodside Elementary,5,53,62,NA,45,68,68,0,68,553,62.0253,18,35.9855,8.2,43.3
Snohomish,Sequoia High School,10,8,41,32,3,47,57,57,42,216,77.3148,13,34.9624,13.4,58.8
Snohomish,Silver Firs Elementary,5,83,90,NA,50,100,100,0,100,564,77.1277,20,11.1498,13.9,32.1
Snohomish,Mill Creek Elementary,5,96,100,NA,71,107,108,0,108,539,69.2022,19,6.52174,16.7,46.4
Snohomish,Cedar Wood Elementary,5,90,100,NA,86,104,104,0,104,652,67.3313,19,6.88623,14.8,50
Snohomish,Henry M. Jackson High School,10,241,383,384,131,415,423,424,398,1850,72.3243,23,10.6035,11.6,65.9
Snohomish,Penny Creek Elementary,5,80,110,NA,55,129,129,0,129,766,73.6292,19,15.9439,13.2,43.9
Snohomish,Homelink,10,4,11,11,2,11,11,11,11,10,100,NA,69.2308,NA,NA
Snohomish,Lake Stevens Sr High School,10,272,451,446,207,489,491,489,455,2288,89.0297,22,17.2884,12.9,62.9
Snohomish,Mt. Pilchuck Elementary School,5,41,57,NA,27,85,85,0,88,461,85.9002,15,29.1304,10.8,33.3
Snohomish,Hillcrest Elementary School,5,42,63,NA,27,88,88,0,88,673,73.8484,18,39.2045,11.3,63.2
Snohomish,Sunnycrest Elementary School,5,72,96,NA,60,112,111,0,112,415,28.1928,15,49.7573,12.1,44.4
Snohomish,Prove High School,10,2,10,12,NA,15,16,17,9,95,90.5263,14,37.5,12.2,71.4
Snohomish,Glenwood Elementary,5,72,86,NA,50,94,94,0,94,36,72.2222,5,27.7778,11,50
Snohomish,Skyline Elementary,5,45,57,NA,33,69,68,0,70,517,76.5957,16,31.2268,10.6,59.4
Snohomish,Highland Elementary,5,67,79,NA,42,92,92,0,92,301,66.7774,14,73.2899,15.3,47.6
Snohomish,Fairmount Elementary,5,69,83,NA,50,116,114,0,116,633,56.872,15,52.8391,10.7,39
Snohomish,Olivia Park Elementary,5,49,66,NA,18,89,89,0,89,621,50.2415,18,58.7171,9.7,58.8
Snohomish,Serene Lake Elementary,5,59,60,NA,38,77,77,0,76,471,66.4544,17,27.7542,14.3,39.3
Snohomish,Mariner High School,10,209,378,349,113,491,499,478,461,2122,57.9642,20,49.9502,11.4,54.7
Snohomish,Mukilteo Elementary,5,58,69,NA,46,87,87,0,86,483,79.5031,14,15.8537,9.7,58.8
Snohomish,Picnic Point Elementary,5,60,73,NA,35,94,94,0,94,477,61.6352,18,33.6226,12.9,25.9
Snohomish,Challenger Elementary,5,41,79,NA,13,106,107,0,107,672,64.4345,19,5.80357,11,61.1
Snohomish,Discovery Elementary,5,56,80,NA,30,121,121,0,121,730,70.8219,18,1.45889,12.3,67.5
Snohomish,Columbia Elementary,5,66,74,NA,50,77,77,0,76,434,74.1935,18,43.7923,14.1,45.8
Snohomish,Horizon Elementary,5,44,66,NA,14,101,101,0,101,675,35.4074,16,69.1729,11.8,64.3
Snohomish,Kamiak High School,10,378,504,494,276,551,560,548,522,2159,76.378,20,9.24883,14.2,54.7
Snohomish,Endeavour Elementary,5,67,72,NA,40,77,78,0,77,448,61.1607,17,8.61678,14.6,63
Snohomish,Challenge Elementary,5,46,46,NA,36,47,48,0,46,232,64.2241,NA,6.19469,NA,NA
Snohomish,Maplewood Parent Coop,5,45,46,NA,39,52,52,0,52,445,93.9326,16,4.28894,10.2,33.3
Snohomish,Martha Lake Elementary,5,37,53,NA,17,75,74,0,74,577,60.1386,19,31.3356,12.5,54.8
Snohomish,Terrace Park School,5,4,11,NA,2,18,17,0,17,359,67.4095,10,31.9559,11.6,56.8
Snohomish,Lynndale Elementary,5,37,53,NA,26,65,65,0,66,426,62.2066,19,42.3341,11.2,56.5
Snohomish,Edmonds Woodway High School,10,260,365,360,209,384,385,384,378,1850,74.2703,18,17.5141,12.4,69.6
Snohomish,Westgate Elementary,5,39,50,NA,25,65,65,0,65,395,72.1519,16,26.1658,13.3,72
Snohomish,Mountlake Terrace Elementary,5,18,26,NA,8,39,39,0,40,314,58.5987,14,40.2477,16.1,52.2
Snohomish,Beverly Elementary,5,35,50,NA,26,74,73,0,74,519,65.7033,18,36.3992,11.8,62.1
Snohomish,Mountlake Terrace High School,10,232,345,341,155,400,396,399,394,1691,70.7274,18,22.1739,11.7,74
Snohomish,Cedar Way Elementary,5,35,47,NA,14,57,57,0,58,392,66.8367,16,29.2929,12.8,41.7
Snohomish,Cedar Valley Community School,5,20,29,NA,8,45,46,0,45,477,34.3816,16,73.9224,9.8,48.3
Snohomish,Spruce Elementary,5,11,27,NA,4,52,52,0,52,429,54.7786,18,52.3077,14.8,37.5
Snohomish,Seaview Elementary,5,51,62,NA,24,74,74,0,73,450,81.1111,15,17.7384,13.8,58.1
Snohomish,Woodway Elementary,5,10,18,NA,6,28,27,0,28,226,60.6195,11,46.0465,13.1,45
Snohomish,Madrona Nongraded,5,42,61,NA,24,71,71,0,72,646,82.6625,16,6.61538,10.5,65.9
Snohomish,Meadowdale High School,10,197,317,318,134,347,343,351,339,1577,76.0304,19,15.5819,11.2,63.4
Snohomish,Lynnwood Elementary,5,44,60,NA,22,74,75,0,76,519,51.6378,18,34.9421,16.6,48.3
Snohomish,Meadowdale Elementary,5,51,58,NA,25,79,78,0,80,503,64.0159,15,35.9528,10.2,39.4
Snohomish,Chase Lake Elementary,5,26,42,NA,11,53,53,0,56,408,67.402,16,44.3069,12.1,46.2
Snohomish,Brier Elementary,5,26,32,NA,13,47,47,0,48,414,81.8841,14,14.1148,11.7,44.8
Snohomish,Sherwood Elementary,5,39,50,NA,24,56,58,0,61,403,79.9007,16,24.3373,12.3,44
Snohomish,Edmonds Elementary,5,37,40,NA,26,45,45,0,49,303,81.5182,14,15.4605,8.6,61.9
Snohomish,Hazelwood Elementary,5,46,51,NA,31,72,68,0,73,464,65.7328,17,27.6458,15.7,60.7
Snohomish,Oak Heights Elementary,5,34,43,NA,31,77,77,0,76,503,65.4076,17,27.8311,12.6,60
Snohomish,Hilltop Elementary,5,39,58,NA,27,70,69,0,70,481,74.6362,18,20,13,66.7
Snohomish,Evergreen Elementary,5,20,28,NA,11,40,40,0,40,636,49.6855,17,59.1331,10.9,60.5
Snohomish,College Place Elementary,5,32,47,NA,24,81,81,0,87,522,48.4674,17,62.5,12.7,51.6
Snohomish,Lynnwood High School,10,178,271,253,86,301,306,297,288,1502,64.1145,18,31.9915,12.1,69
Snohomish,Scriber Lake High School,10,3,24,22,1,39,42,38,36,215,84.186,14,44.5455,15,66.7
Snohomish,Stillaguamish School,5,8,NA,NA,4,10,9,0,10,264,88.2576,44,3.73134,9.2,33.3
Snohomish,Stillaguamish School,10,6,14,14,8,15,15,16,12,264,88.2576,44,3.73134,9.2,33.3
Snohomish,Trafton Elementary,5,18,23,NA,10,25,25,0,25,152,94.7368,15,35.6688,16.1,50
Snohomish,Arlington High School,10,214,312,322,125,347,354,349,336,1630,89.3865,21,24,12.2,55.7
Snohomish,Presidents Elementary,5,48,74,NA,23,86,86,0,86,717,86.8898,18,32.2404,15.4,67.5
Snohomish,Weston High School,10,2,12,16,0,14,20,22,17,114,87.7193,10,31.4286,13.6,63.6
Snohomish,Eagle Creek Elementary,5,52,67,NA,34,89,89,0,89,541,90.3882,15,30,10.2,62.2
Snohomish,Kent Prairie Elementary,5,48,65,NA,35,72,72,0,72,584,83.2192,15,29.8276,11.8,60.5
Snohomish,Heritage School,10,0,5,7,0,18,18,19,14,40,2.5,4,71.6981,14.4,80
Snohomish,School Home Partnership Program,10,4,15,17,3,17,26,29,18,166,65.6627,166,32.2581,13.2,NA
Snohomish,Marysville Coop Program,5,29,37,NA,15,41,41,0,41,240,86.25,NA,14.6825,NA,NA
Snohomish,Cascade Elementary,5,47,73,NA,22,100,101,0,100,439,69.7039,16,36.4103,13.8,64.3
Snohomish,Shoultes Elementary,5,17,45,NA,10,75,76,0,77,455,78.022,16,43.3839,15.2,44.8
Snohomish,Tulalip Elementary,5,6,13,NA,1,32,32,0,31,231,17.316,10,76.1905,6.4,62.5
Snohomish,Sunnyside Elementary,5,63,87,NA,46,115,115,0,115,650,75.6923,17,33.9036,11.8,59
Snohomish,Pinewood Elementary,5,66,97,NA,50,112,112,0,110,637,82.1036,18,28.5039,14,55.6
Snohomish,Marysville Pilchuck High School,10,289,559,503,167,619,644,643,500,2533,79.1552,20,23.5145,13.7,53.2
Snohomish,Liberty Elementary,5,28,41,NA,12,66,66,0,66,464,61.2069,14,68.0585,12.1,51.5
Snohomish,Marshall Elementary,5,33,65,NA,26,82,83,0,84,474,81.8565,12,33.6614,10.9,60
Snohomish,Marysville Alternative High Schl,10,6,25,17,2,26,31,29,22,207,73.43,17,50.4808,20.8,58.3
Snohomish,Kellogg Marsh Elementary School,5,54,84,NA,30,110,110,0,110,660,83.4848,16,28.4672,14.3,56.1
Snohomish,Allen Creek Elementary School,5,51,89,NA,39,111,111,0,110,647,78.5162,15,24.3609,16.3,59.5
Snohomish,Quil Ceda Elementary,5,22,32,NA,5,57,58,0,58,350,44.5714,9,54.9133,8.9,62.5
Snohomish,Sky Valley Education Center,5,13,19,NA,3,23,24,0,23,573,0,52,3.8206,12.8,63.6
Snohomish,Sky Valley Education Center,10,7,17,14,7,30,26,28,29,573,0,52,3.8206,12.8,63.6
Snohomish,Leaders In Learning,10,2,3,3,NA,10,10,10,7,93,84.9462,31,26.5625,27.4,100
Snohomish,Maltby Elementary,5,61,80,NA,49,90,90,0,92,434,85.2535,23,17.1625,18.6,68.4
Snohomish,Frank Wagner Elementary,5,21,40,NA,10,71,70,0,71,451,53.2151,12,54.1667,14,59
Snohomish,Salem Woods Elementary School,5,39,57,NA,24,71,71,0,71,451,85.3659,14,13.7778,14.5,62.5
Snohomish,Chain Lake Elementary School,5,51,73,NA,24,81,81,0,81,508,87.2047,12,7.2549,14.3,56.1
Snohomish,Monroe High School,10,210,358,355,123,416,418,411,406,1849,85.6138,24,15.4499,18,70.5
Snohomish,Machias Elementary,5,48,69,NA,26,88,88,0,88,465,93.7634,19,19.2547,14.1,66.7
Snohomish,Snohomish High School,10,377,588,596,278,636,648,645,617,2054,91.8208,20,8.94057,15.3,62.5
Snohomish,Emerson Elementary,5,42,69,NA,18,87,86,0,85,314,72.9299,18,63.6943,14.3,64.7
Snohomish,Cathcart Elementary,5,55,64,NA,32,74,74,0,74,558,87.9928,18,12.1265,14.1,58.1
Snohomish,Riverview Elementary,5,31,44,NA,30,52,52,0,52,415,86.988,16,19.0141,17.2,76.9
Snohomish,Seattle Hill Elementary,5,73,99,NA,51,112,112,0,111,801,77.0287,19,10.8614,14.7,52.4
Snohomish,Dutch Hill Elementary,5,39,50,NA,22,60,60,0,60,511,93.3464,18,14.0417,15.8,46.4
Snohomish,Cascade View Elementary,5,48,62,NA,29,97,98,0,98,614,88.2736,17,18.0534,11.9,36.1
Snohomish,Totem Falls,5,90,104,NA,50,116,117,0,117,731,83.3105,18,3.57143,11.3,46.3
Snohomish,Lakewood High School,10,80,127,124,68,141,145,142,139,713,85.4137,20,17.9641,12.2,61.1
Snohomish,English Crossing Elementary,5,42,64,NA,22,104,98,0,106,359,79.1086,20,35.5372,16.8,55.6
Snohomish,Sultan Elementary School,5,47,74,NA,26,103,103,0,103,556,80.036,19,40.7473,15.7,46.7
Snohomish,Sultan Senior High School,10,68,126,130,44,157,162,160,150,689,88.6792,23,29.5056,13.7,43.3
Snohomish,Gold Bar Elementary,5,53,63,NA,48,81,81,0,81,401,87.2818,17,37.4696,14.9,65.2
Snohomish,Darrington Sr High School,10,29,43,42,12,52,50,49,52,226,86.7257,12,37.8723,13.4,63.2
Snohomish,Darrington Elementary School,5,20,30,NA,7,41,39,0,40,256,91.4063,13,46.1832,15,75
Snohomish,Granite Falls High School,10,64,138,128,62,153,162,163,154,739,91.2043,19,26.4662,16.2,63.2
Snohomish,Mountain Way Elementary,5,41,75,NA,24,97,97,0,97,616,88.3117,19,35.4093,9.9,68.8
Snohomish,Monte Cristo Elementary,5,44,75,NA,29,106,106,0,105,539,89.4249,16,35.0476,8.7,52.9
Snohomish,Lincoln Hill High School,10,8,26,22,3,27,28,25,19,153,93.4641,NA,28.655,NA,NA
Snohomish,Stanwood High School,10,204,343,348,165,385,391,385,367,1763,92.8531,20,15.4122,12.2,82
Snohomish,Stanwood Elementary School,5,42,54,NA,26,74,74,0,74,461,89.3709,16,26.6385,12.8,72.4
Snohomish,Twin City Elementary,5,29,42,NA,22,50,50,0,51,322,84.472,15,25.3086,16.1,57.1
Snohomish,Cedarhome Elementary School,5,69,92,NA,49,98,99,0,99,518,90.7336,19,21.5116,13.9,67.9
Snohomish,Utsalady Elementary,5,50,66,NA,39,78,78,0,79,497,93.159,16,22.449,13.4,74.2
Snohomish,Elger Bay Elementary,5,41,51,NA,27,63,64,0,66,436,92.6606,16,27.8281,8.7,67.9
Spokane,Holmes Elementary,5,18,24,NA,3,43,41,0,45,377,70.557,13,92.0548,11.2,75
Spokane,Roosevelt Elementary,5,34,42,NA,25,51,51,0,51,565,6.37168,17,90.0524,13.6,54.5
Spokane,Regal Elementary,5,27,46,NA,16,71,69,0,74,472,75.8475,15,89.2784,13.7,75
Spokane,North Central High School,10,170,291,297,104,367,365,358,352,1610,85.3416,19,43.1724,9.7,67.8
Spokane,Stevens Elementary,5,22,35,NA,10,56,55,0,56,468,71.1538,14,89.2704,13.6,85.3
Spokane,Willard Elementary,5,51,67,NA,33,83,83,0,83,633,83.2543,18,65.6598,14.5,71.4
Spokane,Sheridan Elementary,5,38,50,NA,17,74,74,0,74,493,69.9797,16,77.668,11,71
Spokane,Jefferson Elementary,5,58,68,NA,38,72,72,0,72,481,76.9231,20,28.5124,15.9,45.8
Spokane,Franklin Elementary,5,25,39,NA,14,48,48,0,48,493,71.1968,17,6.07287,13.7,34.5
Spokane,Audubon Elementary,5,32,39,NA,16,63,61,0,64,408,65.9314,16,11.165,9.2,44
Spokane,Cooper Elementary,5,33,50,NA,15,70,71,0,71,551,79.8548,17,69.8355,14.5,65.6
Spokane,Bemiss,5,19,27,NA,9,47,48,0,48,510,73.3333,15,86.7076,11.8,66.7
Spokane,Adams Elementary,5,34,44,NA,19,53,53,0,53,442,86.6516,16,35.255,16.5,70.4
Spokane,Lewis & Clark High School,10,289,398,369,192,450,449,443,437,2100,84.4286,20,27.4619,11.8,65
Spokane,Whitman Elementary,5,25,33,NA,15,61,59,0,69,507,73.7673,16,50.3861,12.7,51.6
Spokane,Browne Elementary,5,36,46,NA,25,61,61,0,61,483,90.4762,21,50.7843,10.1,73.9
Spokane,Hutton Elementary,5,55,63,NA,51,69,69,0,70,509,88.8016,21,18.1452,14.7,79.2
Spokane,Wilson Elementary,5,37,38,NA,36,41,41,0,41,325,92,19,15.3374,14.4,70.6
Spokane,Finch Elementary,5,51,60,NA,31,75,73,0,75,603,88.8889,20,48.8927,12.7,66.7
Spokane,Arlington Elementary,5,29,46,NA,14,62,62,0,63,530,78.3019,18,70.9125,10.8,69
Spokane,Libby Center,5,28,28,NA,22,28,28,0,28,150,86.6667,8,27.6923,17.1,80
Spokane,Rogers High School,10,110,234,208,61,297,293,297,286,1741,81.9644,18,66.2973,11.2,68.7
Spokane,Madison Elementary,5,21,36,NA,13,39,39,0,39,531,65.9134,20,57.5985,14.8,34.6
Spokane,Pratt Elementary,5,11,23,NA,4,34,34,0,33,278,82.3741,17,55.9387,18.9,75
Spokane,Ridgeview Elementary,5,28,34,NA,13,49,49,0,49,323,83.5913,17,57.7381,15.9,78.9
Spokane,Lincoln Heights Elementary,5,21,32,NA,13,45,45,0,45,385,84.6753,23,50.4615,16.9,94.1
Spokane,Lidgerwood Elementary,5,14,22,NA,9,34,34,0,37,220,67.2727,12,68.559,17.5,61.1
Spokane,Hamblen Elementary,5,36,50,NA,32,65,65,0,69,474,87.9747,19,27.0378,12,84
Spokane,Bryant Center,5,7,8,NA,3,12,12,0,12,396,89.899,23,39.1176,8.6,64.7
Spokane,Westview Elementary,5,31,44,NA,15,56,55,0,56,400,86.25,20,57.9345,12.7,70
Spokane,Shadle Park High School,10,256,353,337,180,397,401,399,394,1681,90.4819,18,29.5554,14.5,67.4
Spokane,Linwood Elementary,5,38,39,NA,15,51,51,0,51,445,82.0225,16,62.0192,11.9,75
Spokane,Balboa Elementary,5,46,56,NA,21,62,61,0,65,424,92.9245,21,28.6713,14.5,80
Spokane,Havermale Alternative Sch,10,7,37,31,3,55,61,65,47,426,72.77,13,69.3046,13.6,56.3
Spokane,Ferris High School,10,232,317,318,192,367,358,358,358,1767,87.0968,19,25.4902,13.7,68.1
Spokane,Indian Trail Elementary,5,37,46,NA,26,51,51,0,51,383,88.2507,21,27.6762,15.4,77.8
Spokane,Longfellow Elementary,5,25,52,NA,13,73,73,0,73,517,6.76983,17,88.2583,16.3,63.3
Spokane,Logan Elementary,5,28,38,NA,21,58,55,0,58,463,69.3305,15,48.1855,14.3,61.3
Spokane,Garfield Elementary,5,39,51,NA,26,67,67,0,67,58,94.8276,8,53.7037,21.1,28.6
Spokane,Grant Elementary,5,33,51,NA,20,68,66,0,69,382,78.2723,17,45.478,16.6,47.8
Spokane,The Bridge Spec School,10,1,NA,NA,NA,10,8,8,9,28,0,NA,65.5172,NA,NA
Spokane,Mullan Road Elementary,5,55,68,NA,42,67,68,0,70,499,91.1824,21,10.5368,14.8,91.7
Spokane,Woodridge Elementary,5,47,54,NA,34,64,64,0,64,383,54.3081,17,25.6997,8.4,52.2
Spokane,Moran Prairie Elementary,5,58,68,NA,44,73,73,0,73,499,89.3788,23,7.60234,13.2,81.8
Spokane,Nine Mile Falls Elementary,5,19,23,NA,18,27,27,0,27,164,94.5122,16,19.2771,16.2,70
Spokane,Lake Spokane Elementary,5,57,80,NA,38,96,96,0,96,534,94.382,15,29.39,13.3,52.8
Spokane,Lakeside High School,10,86,124,124,49,136,136,136,132,565,94.5133,15,17.7778,13.3,59.5
Spokane,Medical Lake High School,10,73,139,136,41,147,152,151,154,684,88.3041,19,21.5152,13.9,61.1
Spokane,Hallett Elementary,5,44,79,NA,35,91,91,0,91,273,91.5751,16,35.1254,11.5,52.9
Spokane,Mead Alternative High School,10,2,14,12,NA,22,24,22,9,112,91.9643,16,40.1639,20.9,85.7
Spokane,Mead Education Partnership Prog,10,8,15,13,5,16,15,16,14,146,94.5205,18,19.8758,6.3,50
Spokane,Mead Senior High School,10,283,386,389,218,414,415,421,396,1677,92.427,20,15.8151,15.3,77.6
Spokane,Evergreen Elementary School,5,75,87,NA,54,97,97,0,97,829,57.1773,21,48.7745,12,46.2
Spokane,Colbert Elementary School,5,65,86,NA,38,101,101,0,101,602,94.8505,19,16.3695,17,84.4
Spokane,Brentwood Elementary School,5,63,82,NA,52,93,93,0,93,629,91.8919,19,21.3836,13.8,63.6
Spokane,Farwell Elementary School,5,59,61,NA,30,80,80,0,79,627,92.185,17,33.5925,14.5,80.6
Spokane,Midway Elementary,5,57,87,NA,47,99,100,0,99,495,22.8283,18,74.6331,11.3,37
Spokane,Shiloh Hills Elementary,5,48,63,NA,26,75,77,0,76,550,83.4545,20,56.3158,15.7,71.4
Spokane,Meadow Ridge Elementary,5,68,83,NA,27,95,96,0,95,590,93.7288,19,22.1705,13.6,58.1
Spokane,Mt Spokane High School,10,228,303,304,129,344,337,334,339,1376,92.8779,19,20.0752,16.1,62.5
Spokane,Opportunity Elementary,5,34,49,NA,32,58,58,0,58,342,89.7661,12,52.6786,12.6,65.5
Spokane,Greenacres Elementary,5,40,59,NA,30,81,81,0,81,547,92.1389,16,36.5631,12.9,67.6
Spokane,Broadway Elementary,5,17,39,NA,10,52,52,0,52,368,87.2283,13,59.1892,12.5,60.7
Spokane,Progress Elementary School,5,36,35,NA,27,53,53,0,53,286,83.9161,14,57.4913,15,66.7
Spokane,University Elementary School,5,37,46,NA,20,63,63,0,68,394,90.8629,14,39.3316,15.8,67.9
Spokane,Central Valley High School,10,259,398,389,217,430,441,434,430,1810,91.105,21,21.9637,15.5,64.4
Spokane,Mc Donald Elementary School,5,25,34,NA,15,54,54,0,55,379,93.1398,15,35.9788,15.4,69.2
Spokane,Adams Elementary,5,50,66,NA,26,77,77,0,77,442,86.6516,16,35.255,16.5,70.4
Spokane,South Pines Elementary,5,40,53,NA,34,62,62,0,62,378,93.1217,15,32.7027,13.6,57.7
Spokane,University High School,10,260,411,411,175,463,472,466,454,1835,91.7166,20,25.2288,12.3,69.6
Spokane,Summit School,5,27,33,NA,29,43,43,0,44,338,94.6746,18,24.0122,8.8,63.2
Spokane,Barker Center,10,0,8,7,0,12,15,14,13,70,92.8571,5,28.2609,15.1,61.5
Spokane,Chester Elementary School,5,45,48,NA,38,56,56,0,56,295,96.9492,16,10.4027,15.5,52.6
Spokane,Ponderosa Elementary,5,35,47,NA,21,54,54,0,54,344,93.8953,17,25.7143,14,70
Spokane,Sunrise Elementary,5,64,84,NA,45,93,93,0,94,511,94.5205,16,12.8107,13.2,65.6
Spokane,Liberty Lake Elementary,5,85,98,NA,54,117,117,0,117,736,93.75,18,7.9561,16,58.5
Spokane,Freeman High School,10,46,67,60,25,74,71,73,74,303,94.7195,12,19.0972,12.5,76.9
Spokane,Freeman Elementary School,5,45,56,NA,41,64,64,0,64,371,93.2615,15,17.1429,15.3,68
Spokane,Three Springs High School,10,3,11,10,1,13,13,14,13,57,89.4737,19,21.1268,22.4,100
Spokane,Sunset Elementary,5,23,30,NA,13,42,42,0,46,317,75.7098,13,43.5294,16,76
Spokane,Betz Elementary,5,34,48,NA,29,64,64,0,63,394,84.0102,20,26.2255,16.8,65
Spokane,Robert Reid Lab School,5,21,22,NA,15,23,23,0,26,159,74.2138,13,50,12.4,58.3
Spokane,Windsor Elementary,5,36,40,NA,30,46,46,0,46,363,86.5014,17,40.6863,17.4,81
Spokane,Cheney High School,10,178,247,242,110,257,258,259,256,1123,88.9581,17,32.2672,15.8,74.2
Spokane,Salnave Elementary,5,29,34,NA,17,50,47,0,51,272,90.0735,11,35.1449,13.7,83.3
Spokane,Continuous Curriculum School,5,21,26,NA,17,31,32,0,32,189,89.9471,21,34.4262,13.9,66.7
Spokane,Trent Elementary,5,32,41,NA,26,57,57,0,57,421,79.3349,18,75.7647,20.5,56.5
Spokane,Otis Orchards Elementary,5,14,31,NA,4,44,44,0,44,291,91.7526,18,41.6667,19,62.5
Spokane,Trentwood Elementary School,5,23,44,NA,20,51,51,0,54,331,89.426,17,59.1592,13.8,85
Spokane,East Valley High School & Extension,10,160,270,268,121,312,314,315,310,1431,91.2648,20,31.7126,15,73.6
Spokane,East Farms Elementary School,5,33,44,NA,22,61,59,0,64,402,94.5274,21,35.9296,15.9,68.4
Spokane,Skyview Elementary,5,25,33,NA,16,42,42,0,42,210,92.8571,16,42.7928,16,46.2
Spokane,Liberty High School,10,18,32,28,11,40,36,38,41,185,89.7297,12,29.0323,11,73.3
Spokane,Liberty Jr High & Elementary,5,18,28,NA,6,38,38,0,38,331,93.6556,14,43.4911,15.6,79.2
Spokane,CBE Alternative Programs,10,10,27,28,1,59,45,49,47,470,0,36,41.2,19.7,92.3
Spokane,West Valley City School,5,19,32,NA,10,35,35,0,35,228,92.1053,13,21.2389,10.1,82.4
Spokane,Seth Woodard Elementary,5,21,35,NA,24,36,36,0,36,330,83.6364,15,47.8659,13.1,63.6
Spokane,Orchard Center Elementary,5,22,39,NA,17,46,47,0,48,304,85.8553,15,60.6272,18.9,85
Spokane,Pasadena Park Elementary,5,43,54,NA,41,65,66,0,66,331,92.7492,15,28.1977,16.8,77.3
Spokane,West Valley High School,10,96,181,169,64,212,216,216,206,863,89.9189,18,36.2768,14.2,57.1
Spokane,Ness Elementary,5,27,34,NA,15,48,48,0,48,334,85.0299,17,69.1358,17.1,50
Spokane,Arcadia Elementary,5,97,114,NA,74,138,137,0,141,401,93.2668,16,80.2439,17.7,76
Spokane,Deer Park High School,10,76,135,138,40,147,147,147,140,631,94.1363,20,87.8261,12.3,71.9
Spokane,Riverside Elementary,5,74,94,NA,48,120,122,0,122,160,65.625,8,10.6918,12.7,57.1
Spokane,Riverside High School,10,93,127,125,61,138,137,136,137,636,93.3962,18,29.1262,14.5,65.7
Stevens,Jenkins Senior High,10,52,77,73,36,93,88,89,93,425,91.5294,16,39.9522,14.8,73.1
Stevens,Gess Elementary,5,38,52,NA,27,68,68,0,67,373,93.0295,16,59.3176,17,87.5
Stevens,Wellpinit High School,10,4,19,16,0,24,25,25,24,97,5.15464,4,62.1053,11,65.2
Stevens,Valley Elem/Middle School,5,7,8,NA,4,17,17,0,17,188,92.5532,14,70.1657,11,53.8
Stevens,Colville Senior High School,10,88,134,141,57,168,171,171,165,672,90.9226,19,34.6812,16.2,66.7
Stevens,Fort Colville Elementary,5,68,94,NA,53,116,116,0,118,354,94.3503,17,53.8674,17.5,81
Stevens,Loon Lake Elementary School,5,7,14,NA,3,20,17,0,22,139,87.7698,13,75.5245,19.2,36.4
Stevens,Columbia High And Elementary,5,12,15,NA,5,18,18,0,18,228,62.7193,11,76.0181,15,65
Stevens,Columbia High And Elementary,10,10,14,16,8,18,18,17,17,228,62.7193,11,76.0181,15,65
Stevens,Springdale Elementary,5,20,35,NA,10,45,45,0,47,248,83.0645,17,83.2714,13.1,66.7
Stevens,Mary Walker High School,10,18,31,27,17,36,38,36,34,175,86.2857,12,63.3333,10.1,40
Stevens,Northport Elementary School,5,6,10,NA,4,10,10,0,10,109,89.9083,12,79.646,13.2,55.6
Stevens,Northport High School,10,12,14,15,10,17,18,19,15,77,83.1169,10,71.0526,15.4,50
Stevens,Kettle Falls Middle School,5,32,48,NA,18,71,71,0,71,267,90.6367,17,57.0896,17.3,75
Stevens,Kettle Falls High School,10,31,61,55,26,67,69,69,66,295,93.2203,17,46.1268,17.5,70.6
Thurston,Yelm Extension School,10,6,11,9,5,14,17,16,11,162,83.9506,NA,34.3373,NA,NA
Thurston,Yelm High School 12,10,171,272,263,102,320,319,321,310,1529,84.6305,19,29.8592,15.8,58.2
Thurston,Southworth Elementary,5,33,50,NA,26,59,56,0,60,514,79.1829,18,37.1534,13.4,60.7
Thurston,South Bay Elementary,5,65,77,NA,35,87,87,0,88,608,80.2632,19,18.9953,16.3,56.3
Thurston,North Thurston High School,10,161,294,296,133,324,334,335,316,1472,70.1766,17,27.5645,15.8,55.8
Thurston,Mountain View Elementary,5,48,58,NA,26,79,84,0,84,642,64.1745,14,44.0909,18.4,65.2
Thurston,Lydia Hawk Elementary,5,23,46,NA,9,61,59,0,59,507,54.2406,15,51.0763,18.9,69.7
Thurston,Lakes Elementary School,5,76,87,NA,43,104,102,0,104,736,66.3043,19,29.1781,10.1,76.3
Thurston,Lacey Elementary,5,57,69,NA,44,88,88,0,88,600,66.8333,17,38.7097,16.4,72.2
Thurston,Olympic View Elementary,5,32,56,NA,15,72,72,0,72,531,67.7966,16,41.2963,17.2,75.8
Thurston,Timberline High School,10,138,264,259,106,280,288,288,261,1298,66.641,17,24.4479,13.9,71.4
Thurston,Evergreen Forest Elementary,5,45,69,NA,25,70,73,0,73,535,72.5234,16,28.0148,14.1,58.8
Thurston,Woodland Elementary,5,41,52,NA,28,69,70,0,69,543,72.9282,16,28.757,15,51.4
Thurston,Meadows Elementary,5,33,43,NA,19,54,58,0,59,521,47.2169,15,48.2828,15.2,64.7
