County,School,GradeTested,MathMetStandard,ReadingMetStandard,WritingMetStandard,ScienceMetStandard,MathTotalTested,ReadingTotalTested,WritingTotalTested,ScienceTotalTested,TotalEnrollment,PercentWhite,StudentsPerClassroomTeacher,FreeorReducedPricedMeals,AvgYearsEducationalExperience,PercentTeachersWithAtLeastMasterDegree
King,Hazelwood Elementary School,5,69,85,NA,40,102,102,0,106,610,73.9344,20,31.9805,11.6,71
King,Ilalko Elementary School,5,78,103,NA,72,122,122,0,123,637,71.2716,17,35.5039,13.3,52.6
King,Auburn Riverside High School,10,208,343,332,131,389,397,392,342,1706,77.0223,20,19.8441,12.9,58.8
King,Tahoma Senior High School,10,327,447,437,277,468,477,475,466,1506,91.6335,17,7.84584,14.5,69.7
King,Lake Wilderness Elementary,5,123,141,NA,88,177,177,0,177,927,87.8101,17,17.4636,12.4,68.5
King,Shadow Lake Elementary,5,58,58,NA,50,81,80,0,81,541,82.2551,17,22.8519,15.3,71
King,Maple Valley High School,10,2,12,8,0,12,16,16,12,91,92.3077,23,17.5258,14.1,50
King,Rock Creek Elementary,5,105,121,NA,101,128,129,0,130,794,91.3098,17,7.92453,12.2,76.1
King,Glacier Park Elementary,5,101,119,NA,80,124,125,0,127,858,86.4802,19,7.71889,12.3,69.6
King,Two Rivers School,10,NA,NA,6,NA,9,9,11,8,115,88.6957,14,29.0541,14,62.5
King,Fall City Elementary,5,93,109,NA,87,120,121,0,119,636,89.9371,18,6.80062,12.8,60
King,North Bend Elementary School,5,69,87,NA,50,97,97,0,97,518,91.8919,16,15.2805,14.3,59.4
King,Snoqualmie Elementary,5,30,41,NA,22,47,47,0,47,380,88.4211,15,14.787,11,64
King,Mount Si High School,10,181,264,252,139,264,278,269,270,1354,91.8021,21,8.64198,14.1,61.5
King,Edwin R Opstad Elementary,5,81,95,NA,61,103,103,0,103,550,92.7273,21,9.14077,16.4,61.5
King,Tiger Mountain Community High School,10,6,15,13,5,18,23,21,19,106,92.4528,12,19.4444,17.7,77.8
King,Clark Elementary,5,54,61,NA,35,78,78,0,78,431,64.0371,17,13.3484,9.6,76.9
King,Sunset Elementary,5,93,100,NA,78,115,115,0,117,317,75.7098,13,43.5294,16,76
King,Issaquah High School,10,355,414,413,266,426,427,425,423,1247,81.1548,20,5.03716,12,59
King,Sunny Hills Elementary,5,114,121,NA,96,138,137,0,138,672,77.8274,18,3.73692,10.7,54.1
King,Briarwood Elementary,5,58,80,NA,45,87,87,0,87,392,84.949,16,18.9526,10,40
King,Maple Hills Elementary,5,54,59,NA,28,74,74,0,74,449,91.314,15,6.66667,10.4,65.5
King,Issaquah Valley Elementary,5,48,56,NA,28,72,73,0,72,444,71.8468,17,16.8514,14.3,69.2
King,Apollo Elementary,5,49,62,NA,38,77,77,0,77,426,66.1972,17,16.6667,11.2,68
King,Liberty Sr High School,10,213,289,283,151,306,314,312,301,1272,81.9182,19,10.1626,10,57.6
King,Challenger Elementary,5,78,79,NA,67,88,88,0,89,672,64.4345,19,5.80357,11,61.1
King,Cougar Ridge Elementary,5,86,87,NA,75,91,91,0,93,567,59.2593,16,1.22592,11.4,58.3
King,Discovery Elementary,5,94,97,NA,78,105,105,0,105,730,70.8219,18,1.45889,12.3,67.5
King,Endeavour Elementary School,5,96,101,NA,78,113,113,0,113,698,67.192,17,6.73352,11.4,68.3
King,Skyline High School,10,357,421,431,282,430,435,436,436,1277,77.0556,21,2.07171,12.2,61.7
King,Cascade Ridge Elementary,5,114,122,NA,84,137,137,0,137,698,80.086,15,1.55367,9.7,42.6
King,Lake Forest Park Elementary,5,45,52,NA,26,62,62,0,71,392,81.1224,16,13.0326,13.8,76
King,Ridgecrest Elementary,5,28,36,NA,16,41,41,0,41,497,73.0382,14,17.2,11,74.3
King,Briarcrest Elementary,5,48,58,NA,34,66,66,0,65,383,59.0078,14,34.4648,15.2,63
King,North City Elementary,5,32,36,NA,24,42,42,0,42,352,54.2614,14,38.9831,13.6,57.7
King,Echo Lake Elementary School,5,41,47,NA,24,54,54,0,54,399,54.1353,14,31.6832,10.5,57.1
King,Sunset Elementary,5,37,38,NA,19,52,52,0,52,317,75.7098,13,43.5294,16,76
King,Brookside Elementary,5,60,71,NA,49,75,75,0,75,485,74.0206,17,13.3612,17.3,58.6
King,Highland Terrace Elementary,5,48,47,NA,36,56,56,0,55,332,71.6867,14,16.7173,15.1,69.6
King,Shorecrest High School,10,218,309,300,168,330,331,334,311,1504,70.6782,18,18.9993,13.6,71.8
King,Parkwood Elementary,5,27,44,NA,29,54,54,0,54,405,46.6667,14,34.0633,15.2,55.2
King,Melvin G Syre Elementary,5,65,68,NA,58,80,81,0,82,485,76.701,14,11.7172,14.8,55.9
King,Shorewood High School,10,261,365,369,180,385,400,396,385,1836,67.1569,18,15.2076,13.2,69.6
King,Meridian Park Elementary School,5,71,76,NA,67,85,84,0,84,656,56.5549,16,30.1493,13.1,73.2
King,Explorer Community School,5,9,10,NA,5,11,11,0,11,72,91.6667,14,2.8169,16.7,80
King,Family Learning Center,5,8,11,NA,5,11,11,0,11,267,88.764,53,2.20588,14.5,NA
King,Family Learning Center,10,9,11,10,6,13,12,11,12,267,88.764,53,2.20588,14.5,NA
King,International Community School,10,48,50,51,49,51,50,51,51,380,76.5789,20,0.536193,8.6,63.2
King,Futures School,10,1,7,7,0,17,14,13,14,73,79.4521,9,16.9811,7.7,37.5
King,Redmond Elementary,5,24,33,NA,20,39,39,0,39,352,59.6591,13,39.6694,13.1,37
King,Lake Washington High,10,261,342,331,204,370,375,367,359,1183,75.8242,17,10.1968,14.8,50
King,Juanita Elementary,5,29,37,NA,22,43,43,0,43,375,68.5333,16,31.8302,16.6,43.5
King,Rose Hill Elementary,5,30,35,NA,24,44,44,0,44,373,52.5469,14,40.8696,12,53.8
King,Lakeview Elementary,5,49,60,NA,34,72,71,0,71,433,82.9099,17,11.3426,14.3,57.7
King,Twain Elementary,5,53,55,NA,37,68,67,0,68,545,69.1743,17,15.0579,15,43.8
King,Thoreau Elementary,5,27,28,NA,21,38,38,0,38,326,79.7546,16,21.0526,18,42.9
King,Redmond High,10,396,497,495,354,528,529,525,527,1514,78.93,20,8.87372,13.4,57.9
King,Mann Elementary,5,61,68,NA,45,74,74,0,74,437,81.9222,17,9.11162,16.2,69.2
King,Audubon Elementary,5,55,58,NA,46,62,62,0,62,408,65.9314,16,11.165,9.2,44
King,Franklin Elementary,5,61,66,NA,49,74,74,0,74,493,71.1968,17,6.07287,13.7,34.5
King,Bell Elementary,5,28,37,NA,22,45,45,0,44,380,65.2632,15,26.0638,15.7,50
King,Frost Elementary,5,41,50,NA,36,66,66,0,66,476,67.2269,15,29.2373,12.4,64.5
King,Rush Elementary,5,29,34,NA,23,44,44,0,44,405,65.4321,14,9.52381,19.3,46.4
King,Keller Elementary,5,51,61,NA,36,67,67,0,67,390,70,13,24.4032,11.9,31
King,Sandburg Elementary,5,42,49,NA,25,66,65,0,65,537,88.0819,16,8.92193,14.6,50
King,Muir Elementary,5,36,47,NA,25,68,69,0,69,454,45.5947,15,42.6009,14.3,53.3
King,Juanita High,10,202,283,293,138,319,321,322,305,1025,74.439,16,15.7563,15,48.5
King,Best Sr High,10,9,25,25,2,28,34,31,28,177,68.3616,12,23.6842,11.1,20
King,Kirk Elementary,5,59,67,NA,45,71,71,0,71,535,88.0374,16,3.94737,17.1,55.9
King,Dickinson Elementary,5,72,76,NA,55,85,85,0,85,704,79.1193,17,5.49296,10.2,51.2
King,Mead Elementary,5,69,77,NA,54,86,86,0,86,631,83.2013,17,4.87421,10.1,55.3
King,Rockwell Elementary,5,65,62,NA,45,77,77,0,76,488,74.5902,16,6.65323,13.2,46.7
King,Alcott Elementary,5,88,99,NA,72,106,106,0,106,660,68.4848,19,5.85652,11.1,40
King,Smith Elementary,5,88,89,NA,73,98,98,0,98,778,76.2211,19,2.32558,7.2,51.2
King,Wilder Elementary,5,73,77,NA,58,81,81,0,81,560,83.5714,17,1.56522,15.7,42.4
King,Mcauliffe Elementary,5,72,82,NA,57,91,91,0,91,673,79.9406,16,3.42772,13.1,63.4
King,Einstein Elementary,5,29,35,NA,20,48,48,0,48,411,42.3358,15,40.1535,9.1,60.7
King,Eastlake High School,10,358,424,424,295,442,437,436,440,1334,88.3058,18,2.83742,13.6,61.3
King,Blackwell Elementary,5,69,69,NA,62,73,73,0,73,547,79.8903,18,1.63339,15.7,58.1
King,Meridian Elementary School,5,78,86,NA,56,100,103,0,103,655,65.1908,18,28.9121,15.5,66.7
King,Panther Lake Elementary School,5,38,47,NA,16,69,69,0,68,419,42.0048,17,35.2246,12,54.2
King,Kent-Meridian High School,10,121,232,220,81,308,305,302,273,1783,38.1941,20,58.6471,9.5,52.7
King,East Hill Elementary School,5,24,33,NA,4,56,56,0,54,507,34.714,17,62.4299,11.4,63.3
King,Kent Mountain View Academy,5,18,20,NA,11,22,22,0,22,378,79.6296,NA,20.9239,NA,NA
King,Kent Mountain View Academy,10,22,32,31,15,39,39,38,38,378,79.6296,NA,20.9239,NA,NA
King,Covington Elementary School,5,37,42,NA,26,61,61,0,61,579,66.494,18,38.3562,9,57.6
King,Scenic Hill Elementary School,5,27,46,NA,10,65,64,0,66,496,42.3387,17,66.6667,13.9,66.7
King,Park Orchard Elementary School,5,35,38,NA,15,64,64,0,64,484,32.438,17,63.0705,12.1,57.1
King,Lake Youngs Elementary School,5,80,90,NA,47,96,96,0,96,492,69.7154,18,20,15.7,75
King,Pine Tree Elementary School,5,49,57,NA,27,77,76,0,75,535,56.6355,19,48.6742,13.1,82.1
King,Kentridge High School,10,348,487,498,272,526,538,542,528,2306,63.3565,23,18.7751,10.8,59.4
King,Cedar Valley Elementary School,5,26,36,NA,8,61,61,0,61,440,61.5909,18,49.1379,13.4,64
King,Springbrook Elementary School,5,26,32,NA,11,47,47,0,46,443,45.3725,18,56.582,10.6,52
King,Fairwood Elementary School,5,39,52,NA,16,60,60,0,60,460,60,18,23.1441,13.1,56
King,Soos Creek Elementary School,5,45,57,NA,20,72,72,0,72,468,52.7778,17,25.567,9.1,60.7
King,Grass Lake Elementary School,5,62,65,NA,37,71,72,0,71,441,84.127,18,17.6606,13.3,40
King,Crestwood Elementary School,5,42,45,NA,29,63,64,0,64,495,74.5455,20,15.7371,15.1,60
King,Kentwood High School,10,351,474,482,235,517,525,525,490,2428,66.1038,24,21.5021,10.7,62.7
King,Ridgewood Elementary School,5,85,94,NA,52,97,97,0,99,623,63.7239,19,11.5265,14.2,43.8
King,Martin Sortun Elementary School,5,61,70,NA,36,81,81,0,82,502,44.0239,19,44.8473,9.8,57.7
King,Jenkins Creek Elementary School,5,37,45,NA,9,59,61,0,61,474,69.4093,18,41.5179,15.7,77.8
King,Horizon Elementary School,5,56,70,NA,34,87,88,0,87,566,56.1837,18,36.7893,14.7,65.6
King,Carriage Crest Elementary School,5,47,49,NA,21,66,66,0,66,423,64.0662,18,24.9438,14.7,52.2
King,Neely O Brien Elementary School,5,33,50,NA,15,62,63,0,63,656,32.4695,16,63.84,12.9,64.3
King,George T. Daniel Elementary School,5,23,34,NA,9,49,49,0,49,429,31.2354,17,70.6897,8.3,50
King,Sunrise Elementary School,5,75,92,NA,41,100,100,0,100,495,63.2323,17,21.3084,12.2,44.8
King,Meadow Ridge Elementary School,5,28,45,NA,8,70,70,0,70,586,36.1775,18,66.0596,6.8,56.3
King,Sawyer Woods Elementary School,5,55,61,NA,41,67,67,0,67,438,90.411,19,7.90068,13.1,60.9
King,Glenridge Elementary,5,38,53,NA,20,78,78,0,77,439,47.1526,17,36.5217,9.8,57.7
King,Kentlake High School,10,218,328,334,169,364,368,372,350,1921,77.0953,23,26.1271,10.2,57.3
King,Kent Elementary School,5,27,35,NA,6,67,65,0,72,548,31.7518,22,66.3569,14.3,52
King,Emerald Park Elementary School,5,52,64,NA,34,84,84,0,83,518,45.5598,17,37.0036,12.4,77.4
King,Northshore Home School Networks,5,3,6,NA,0,10,10,0,10,512,85.9375,NA,2.07254,NA,NA
King,Northshore Home School Networks,10,18,40,39,11,49,46,49,44,512,85.9375,NA,2.07254,NA,NA
King,Kenmore Elementary,5,51,67,NA,36,74,73,0,73,464,70.0431,18,36.6738,13.8,50
King,Crystal Springs Elementary,5,63,76,NA,33,91,91,0,90,573,60.3839,17,23.1561,13.7,48.5
King,Bothell High School,10,385,509,497,274,533,548,548,532,1696,82.7241,18,13.2597,12.7,67.4
King,Arrowhead Elementary,5,49,62,NA,33,73,73,0,72,418,77.7512,17,16.6276,15.7,52
King,Cottage Lake Elementary,5,42,44,NA,29,50,50,0,51,391,86.7008,17,9.51157,13.4,56.5
King,Westhill Elementary,5,43,54,NA,29,68,68,0,68,488,68.6475,16,23.7006,11.9,56.7
King,Maywood Hills Elementary,5,55,64,NA,49,68,68,0,68,519,74.3738,17,20.7224,14.4,48.4
King,Lockwood Elementary,5,70,81,NA,36,88,89,0,88,485,76.9072,17,12.0833,16.3,48.3
King,Moorlands Elementary,5,71,71,NA,54,80,79,0,81,576,76.7361,17,10.6897,15.6,52.9
King,Inglemoor Hs,10,496,604,598,355,617,626,626,622,1937,76.4068,19,10.4873,15.6,69.9
King,Shelton View Elementary,5,40,47,NA,32,56,56,0,56,353,78.4703,16,15.8046,17.4,59.1
King,Woodin Elementary,5,35,45,NA,19,51,52,0,54,464,54.9569,15,36.6379,12.9,61.3
King,Canyon Creek Elementary,5,47,53,NA,36,64,64,0,67,541,75.7856,16,11.6788,14.3,47.1
King,Wellington Elementary,5,86,103,NA,66,107,107,0,107,575,81.913,18,8.19113,18.6,65.6
King,Hollywood Hill Elementary,5,37,39,NA,28,41,41,0,46,399,83.9599,16,9.5,10.5,64
King,Sunrise Elementary,5,45,49,NA,31,51,51,0,52,511,94.5205,16,12.8107,13.2,65.6
King,Woodinville Hs,10,328,427,423,269,439,448,448,440,1395,87.3118,19,6.18102,14.6,64
King,Bear Creek Elementary,5,49,60,NA,39,62,63,0,63,385,82.3377,18,4.93506,12.5,72.7
King,Fernwood Elementary,5,72,83,NA,47,90,90,0,91,602,75.7475,19,13.1922,13.7,64.5
King,Frank Love Elementary,5,30,41,NA,22,47,47,0,47,409,79.9511,19,19.1388,18.2,68.2
King,Woodmoor Elementary,5,84,98,NA,56,116,117,0,117,838,67.0644,16,20.4057,16.3,69.8
King,East Ridge Elementary,5,56,65,NA,53,75,75,0,75,522,89.8467,19,2.48092,15.3,55.6
King,Kokanee Elementary,5,44,59,NA,42,73,73,0,73,457,76.1488,14,14.2857,13.3,43.8
Kitsap,Renaissance Alternative High School,10,1,10,5,0,11,14,14,10,137,70.073,NA,65.8333,NA,NA
Kitsap,West Hills Elementary,5,34,37,NA,23,48,46,0,48,339,58.4071,15,67.4923,18.4,56.5
Kitsap,View Ridge Elementary School,5,43,64,NA,36,92,92,0,92,521,61.2284,16,54.6139,17.5,46.9
Kitsap,Crownhill Elementary School,5,21,37,NA,11,49,49,0,49,405,73.0864,16,52.5672,17.1,57.7
Kitsap,Bremerton High School,10,158,287,256,108,340,350,346,326,1553,65.6793,19,41.5675,15.2,56.1
Kitsap,Naval Avenue Elementary School,5,19,27,NA,8,47,46,0,47,336,58.3333,15,66.879,15.8,43.5
Kitsap,Armin Jahr Elementary,5,49,57,NA,38,69,70,0,72,455,56.2637,16,57.9521,17.1,64.3
Kitsap,Kitsap Lake Elementary,5,31,37,NA,18,46,46,0,46,331,69.7885,14,50.3049,17.8,65.2
Kitsap,Odyssey Multiage Program,5,13,14,NA,13,14,14,0,14,114,85.9649,5,6.83761,12,76.2
Kitsap,Bainbridge High School,10,316,362,353,272,364,368,362,364,1530,88.7582,18,4.31607,15,79.5
Kitsap,Sakai Intermediate,5,225,274,NA,184,289,292,0,293,603,89.8839,15,6.25,15.3,79.5
Kitsap,Spectrum Community School,10,0,8,12,0,11,19,17,13,105,69.5238,15,68.4211,15.4,71.4
Kitsap,Pal Program,10,5,11,9,4,14,12,11,10,208,85.5769,26,11.8483,12.6,62.5
Kitsap,Poulsbo Elementary School,5,53,76,NA,30,93,92,0,92,609,77.6683,16,30.3371,18.6,63.2
Kitsap,David Wolfle Elementary,5,31,52,NA,25,59,59,0,60,496,73.3871,17,48.2474,15.1,70
Kitsap,Hilder Pearson Elementary,5,21,40,NA,22,42,42,0,43,342,77.4854,16,27.0588,15.5,40.9
Kitsap,North Kitsap High School,10,301,442,439,195,515,516,519,496,1542,81.9066,19,20.3997,14.7,61
Kitsap,Suquamish Elementary School,5,54,68,NA,50,76,76,0,77,468,69.2308,14,38.2096,12.8,63.6
Kitsap,Breidablik Elementary,5,36,50,NA,19,64,64,0,64,451,88.6918,17,24.9453,15.6,77.8
Kitsap,Vinland Elementary,5,51,61,NA,39,65,65,0,66,610,80.6557,17,24.0614,14.7,72.2
Kitsap,Richard Gordon Elementary,5,60,71,NA,54,78,78,0,78,543,84.8987,16,29.304,13.9,52.9
Kitsap,Off Campus,5,4,8,NA,3,11,12,0,11,303,0,NA,7.64526,NA,NA
Kitsap,Off Campus,10,15,18,18,5,21,20,22,17,303,0,NA,7.64526,NA,NA
Kitsap,Central Kitsap High School,10,290,382,360,193,425,410,408,411,1342,0,19,12.0127,15.5,56.9
Kitsap,Tracyton Elementary,5,49,55,NA,27,76,75,0,76,454,0,16,34.4444,13.1,53.6
Kitsap,Brownsville Elementary,5,50,64,NA,38,71,71,0,71,485,0,17,2.75424,15.9,64.3
Kitsap,Seabeck Elementary,5,33,43,NA,14,57,57,0,57,402,0,18,22.3881,15.3,45.5
Kitsap,Jackson Park Elementary,5,24,35,NA,13,40,40,0,40,314,0,14,48.0122,16.2,59.1
Kitsap,Cottonwood Elementary School,5,30,39,NA,15,53,53,0,53,346,0,14,32.4561,16.2,41.7
Kitsap,Esquire Hills Elementary,5,42,57,NA,29,80,80,0,80,479,0,17,40.4297,16.9,62.1
Kitsap,Clear Creek Elementary School,5,40,56,NA,22,80,80,0,80,473,0,13,29.3501,11.2,64.9
Kitsap,Olympic High School,10,192,343,331,129,362,377,376,359,1148,0,16,21.5054,15.1,65.7
Kitsap,Silverdale Elementary,5,50,60,NA,37,74,73,0,73,553,0,17,16.9205,14,48.5
Kitsap,Woodlands Elementary,5,30,41,NA,17,61,61,0,61,364,0,15,34.0659,16.1,52
Kitsap,Cougar Valley Elementary,5,24,39,NA,18,52,52,0,52,379,0,15,18.3288,14.9,56
Kitsap,Silver Ridge Elementary,5,54,70,NA,26,78,78,0,77,456,0,15,25.5365,21.1,48.4
Kitsap,Green Mountain Elementary,5,43,49,NA,15,60,60,0,60,370,0,15,28.0992,11.8,60
Kitsap,Emerald Heights Elementary,5,77,82,NA,56,97,97,0,97,537,0,15,21.492,18.3,63.9
Kitsap,Klahowya Secondary,10,95,130,124,60,151,155,151,147,1022,0,17,19.2735,13.2,65.6
Kitsap,Pinecrest Elementary,5,34,40,NA,23,57,57,0,57,391,0,14,35.9606,13.9,64.3
Kitsap,Explorer Academy,5,8,11,NA,5,16,16,0,16,168,88.6905,NA,10.1911,NA,NA
Kitsap,Explorer Academy,10,12,23,21,9,26,29,27,27,168,88.6905,NA,10.1911,NA,NA
Kitsap,South Kitsap High School,10,387,698,670,231,785,803,792,751,2538,83.7667,21,19.845,12.4,66.4
Kitsap,East Port Orchard Elementary,5,33,45,NA,25,67,67,0,67,507,73.3728,15,46.3796,11.2,61.8
Kitsap,Orchard Heights Elementary,5,68,81,NA,36,103,101,0,114,678,74.6313,16,42.0613,15.2,53.5
Kitsap,Olalla Elementary School,5,38,55,NA,26,65,65,0,70,380,81.5789,18,30.2872,13.9,38.1
Kitsap,South Colby Elementary,5,65,73,NA,42,84,82,0,86,493,87.4239,19,15.4004,17.5,50
Kitsap,Burley Glenwood Elementary,5,58,77,NA,42,97,98,0,98,521,83.3013,15,36.0845,18,82.4
Kitsap,Manchester Elementary School,5,39,55,NA,20,69,68,0,74,448,79.9107,17,28,17.2,76.9
Kitsap,Sunnyslope Elementary School,5,42,59,NA,28,70,71,0,73,441,81.8594,15,34.0564,17.5,58.6
Kitsap,Hidden Creek Elementary School,5,53,64,NA,28,74,74,0,75,568,80.1056,16,28.1588,14.4,55.6
Kitsap,Sidney Glen Elementary School,5,58,75,NA,33,99,97,0,104,635,77.6378,16,42.2468,11.8,69.2
Kitsap,Mullenix Ridge Elementary School,5,55,66,NA,33,81,81,0,82,552,85.3261,18,17.2061,13.2,67.7
Kittitas,Easton School,5,5,9,NA,1,12,12,0,12,115,86.9565,10,36.7521,16.2,58.3
Kittitas,Easton School,10,NA,NA,8,3,7,8,10,10,115,86.9565,10,36.7521,16.2,58.3
Kittitas,Thorp Elem & Jr Sr High,5,10,16,NA,4,17,17,0,17,167,89.8204,8,38.8235,15.2,47.6
Kittitas,Lincoln Elementary,5,32,51,NA,16,63,64,0,61,432,82.4074,18,33.3333,15.9,58.3
Kittitas,Ellensburg High School,10,151,191,166,80,206,214,211,189,943,87.9109,19,20.0673,14.5,62
Kittitas,Mt. Stuart Elementary,5,21,32,NA,10,46,45,0,47,443,81.4898,16,45.7471,10.7,50
Kittitas,Valley View Elementary School,5,46,54,NA,25,64,64,0,64,424,81.6038,16,33.6538,14.8,61.5
Kittitas,Kittitas Elementary School,5,25,33,NA,6,43,44,0,43,260,72.6923,13,48.6989,15.9,80
Kittitas,Kittitas High School,10,21,39,36,6,44,46,43,50,331,84.29,18,32.9377,12.8,61.1
Kittitas,Cle Elum Roslyn Elementary,5,35,62,NA,28,72,71,0,74,438,90.1826,NA,NA,NA,NA
Kittitas,Cle Elum Roslyn High School,10,30,60,50,27,68,67,65,64,324,90.4321,15,NA,12.9,50
Klickitat,Bickleton Elementary & High Schl,5,7,10,NA,7,11,11,0,11,101,66.3366,8,0,15.4,61.5
Klickitat,Centerville Elementary,5,8,8,NA,5,10,10,0,10,92,92.3913,18,34.8315,19.7,80
Klickitat,Trout Lake School,5,9,13,NA,6,16,16,0,16,115,88.6957,8,0,17,66.7
Klickitat,Trout Lake School,10,8,11,11,7,10,11,11,11,115,88.6957,8,0,17,66.7
Klickitat,Klickitat Elem & High,10,NA,8,9,NA,9,12,13,9,150,85.3333,12,63.4483,17.4,69.2
Klickitat,Goldendale High School,10,39,76,66,14,90,95,91,86,416,80.0481,18,42.6768,22.4,73.9
Klickitat,Goldendale Middle School,5,30,43,NA,17,55,55,0,57,328,85.6707,15,55.0595,15.4,81.8
Klickitat,Columbia High School,10,58,87,83,39,93,94,92,94,300,78.3333,13,30.7432,19.2,56.5
Klickitat,Wayne M Henkle Middle School,5,38,56,NA,18,78,78,0,82,347,63.1124,17,54.416,13,60
Klickitat,Dallesport Elementary,5,11,16,NA,2,31,31,0,31,204,86.7647,19,99.4924,16.9,45.5
Klickitat,Lyle High School,10,7,22,18,4,25,26,25,24,127,81.1024,14,100,19.6,33.3
Lewis,Napavine Jr Sr High School,10,40,56,55,36,57,57,56,56,361,92.2438,15,27.3239,17.6,70.8
Lewis,Napavine Elementary,5,31,46,NA,20,53,53,0,57,364,88.7363,15,41.0188,14.9,79.2
Lewis,Mossyrock Elementary School,5,29,41,NA,24,53,53,0,53,322,76.7081,15,53.211,12.8,36.4
Lewis,Mossyrock Middle & High Schl,10,23,43,41,17,50,52,51,45,339,87.3156,15,40.7738,10.9,69.6
Lewis,Morton Elementary School,5,17,21,NA,11,27,26,0,29,179,88.8268,22,51.7241,14.9,75
Lewis,Morton Junior-Senior High,10,14,32,32,10,42,42,41,42,261,94.2529,15,50.1946,12.2,47.1
Lewis,Adna Elementary School,5,15,30,NA,7,38,39,0,38,263,94.2966,15,21.2121,14.3,41.2
Lewis,Adna Middle/High School,10,21,40,34,14,47,46,46,45,310,92.9032,16,23.6842,17.9,80
Lewis,Winlock Miller Elementary,5,22,34,NA,10,54,54,0,54,330,83.3333,17,56.6766,15.5,90
Lewis,Winlock Senior High,10,16,46,49,10,54,54,53,50,225,87.1111,9,44.9761,14.8,75
Lewis,Toledo High School,10,36,67,58,21,73,88,79,64,379,93.1398,18,45.5056,12.7,76.2
Lewis,Toledo Elementary School,5,35,55,NA,25,67,65,0,69,410,91.2195,17,51.6291,14,79.2
Lewis,Onalaska High School,10,20,48,33,12,54,56,53,51,287,82.9268,13,40.5405,14.7,63.6
Lewis,Onalaska Elementary/Middle School,5,27,41,NA,19,54,50,0,57,578,80.4498,19,52.1295,13.1,67.7
Lewis,Pe Ell School,5,13,23,NA,6,29,29,0,29,325,90.4615,15,55.6548,13.1,71.4
Lewis,Pe Ell School,10,10,19,13,1,18,20,20,20,325,90.4615,15,55.6548,13.1,71.4
Lewis,W F West High School,10,114,184,167,79,213,210,209,207,944,86.6525,20,26.0349,16.9,83
Lewis,Olympic Elementary,5,118,194,NA,81,229,231,0,232,417,90.8873,17,39.2857,17.9,79.2
Lewis,White Pass Jr. Sr. High School,10,22,45,41,15,56,57,58,55,326,90.7975,14,43.6482,16.9,45.8
Lewis,White Pass Elementary School,5,18,24,NA,9,27,27,0,27,240,92.5,18,60.9244,20.6,46.2
Lewis,Centralia High School,10,116,192,189,70,228,221,225,213,1100,81.9091,18,40.0198,13.3,54.1
Lewis,Oakview Elementary School,5,79,109,NA,32,150,152,0,149,437,80.0915,15,50.6667,16.9,70
Lewis,Washington Elementary School,5,47,76,NA,33,97,97,0,98,398,59.799,17,53.7662,7.3,62.5
Lincoln,Sprague Elementary,5,4,5,NA,3,12,12,0,12,49,93.8776,8,40,14.9,50
Lincoln,Reardan High School,10,31,50,50,24,65,61,63,63,194,93.8144,10,27.451,13.1,57.9
Lincoln,Reardan Elem & Middle School,5,19,31,NA,18,44,43,0,44,465,93.9785,24,37.8323,15.4,42.1
Lincoln,Creston Jr-Sr High School,10,5,8,9,4,12,11,11,12,55,94.5455,7,33.3333,15,62.5
Lincoln,Odessa High School,10,12,21,20,9,22,24,24,23,150,96.6667,8,37.931,17.9,84.2
Lincoln,P C Jantz Elementary,5,12,13,NA,4,16,16,0,16,96,96.875,7,34.375,15.8,84.6
Lincoln,Wilbur Secondary School,10,11,19,20,5,23,25,25,22,116,66.3793,9,42.1488,17.2,69.2
Lincoln,Wilbur Elementary School,5,8,10,NA,2,15,15,0,15,110,84.5455,9,47.1698,11.5,50
Lincoln,Harrington Elementary School,5,7,8,NA,4,11,11,0,10,68,73.5294,8,38.3333,16.2,88.9
Lincoln,Davenport Elementary,5,13,22,NA,6,38,38,0,38,319,92.4765,17,48.2866,16.1,63.2
Lincoln,Davenport Senior High School,10,15,37,30,12,40,41,42,47,262,91.9847,13,37.5,15.8,65
Mason,Southside Elementary,5,13,20,NA,7,28,28,0,28,257,85.6031,18,34.5098,10.6,57.1
Mason,Grapeview Elementary & Middle School,5,10,15,NA,9,22,23,0,23,185,91.8919,15,32.3383,19,66.7
Mason,Evergreen Elementary School,5,25,41,NA,18,64,70,0,72,829,57.1773,21,48.7745,12,46.2
Mason,Shelton High School,10,187,308,310,131,377,383,393,362,1186,81.3659,19,32.2464,15.2,45.2
Mason,Bordeaux Elementary School,5,27,38,NA,18,65,58,0,66,465,78.7097,16,63.8344,13.4,48.3
Mason,Mountain View Elementary,5,48,82,NA,24,97,97,0,97,642,64.1745,14,44.0909,18.4,65.2
Mason,Choice Alternative School,10,6,24,19,4,34,41,37,19,289,71.9723,24,55.8719,11.7,50
Mason,Mary M Knight High School,10,8,14,12,8,15,14,13,15,78,88.4615,7,49.3976,16.5,72.7
Mason,Mary M Knight Elementary,5,5,10,NA,3,17,17,0,17,102,84.3137,17,49.1071,17,66.7
Mason,Pioneer Intermediate/Middle School,5,45,59,NA,28,93,93,0,92,439,84.2825,16,53.1469,13.9,66.7
Mason,North Mason Options High School,10,5,11,11,NA,15,15,17,9,67,89.5522,34,20.3125,31.3,50
